model_id_1,model_id_2,same_lineage,same_architecture,same_family,different_architecture,hard_negative
A029,C060,False,False,False,True,False
A029,C061,False,False,False,True,False
A029,C062,False,False,False,True,False
A029,C063,False,False,False,True,False
A029,C064,False,False,False,True,False
A029,C065,False,False,False,True,False
A029,C066,False,False,False,True,False
A029,C067,False,False,False,True,False
A029,C068,False,False,False,True,False
A029,C069,False,False,False,True,False
A029,C070,False,False,False,True,False
A029,C071,False,False,False,True,False
A029,C072,False,False,False,True,False
A029,C073,False,False,False,True,False
A029,C074,False,False,False,True,False
A029,C075,False,False,False,True,False
A029,C076,False,False,False,True,False
A029,C077,False,False,False,True,False
A029,C078,False,False,False,True,False
A029,C079,False,False,False,True,False
A029,C080,False,False,False,True,False
A029,C081,False,False,False,True,False
A029,C082,False,False,False,True,False
A029,C083,False,False,False,True,False
A029,C084,False,False,False,True,False
A029,C085,False,False,False,True,False
A029,C086,False,False,False,True,False
A029,C087,False,False,False,True,False
A029,C088,False,False,False,True,False
A029,C089,False,False,False,True,False
A029,C090,False,False,False,True,False
A029,C091,False,False,False,True,False
A029,C092,False,False,False,True,False
A029,C093,False,False,False,True,False
A029,C094,False,False,False,True,False
A029,C095,False,False,False,True,False
A029,C096,False,False,False,True,False
A029,C097,False,False,False,True,False
A029,C098,False,False,False,True,False
A029,C099,False,False,False,True,False
A029,C100,False,False,False,True,False
A029,C101,False,False,False,True,False
A029,C102,False,False,False,True,False
A029,C103,False,False,False,True,False
A029,C104,False,False,False,True,False
A029,C105,False,False,False,True,False
A029,C106,False,False,False,True,False
A029,C107,False,False,False,True,False
A029,C108,False,False,False,True,False
A029,C109,False,False,True,True,False
A029,C110,False,False,True,True,False
A029,C111,False,False,True,True,False
A029,C112,False,False,True,True,False
A029,C113,True,True,True,False,False
A029,C114,True,True,True,False,False
A029,C115,True,True,True,False,False
A029,C116,True,True,True,False,False
A029,C117,False,False,False,True,False
A029,C118,False,False,False,True,False
A029,C119,False,False,False,True,False
A029,C120,False,False,False,True,False
A030,B001,False,False,False,True,False
A030,B002,False,False,False,True,False
A030,B003,False,False,False,True,False
A030,B004,False,False,False,True,False
A030,B005,False,False,False,True,False
A030,B006,False,False,False,True,False
A030,B007,False,False,False,True,False
A030,B008,False,False,False,True,False
A030,B009,False,False,False,True,False
A030,B010,False,False,False,True,False
A030,B011,False,False,False,True,False
A030,B012,False,False,False,True,False
A030,B013,False,False,False,True,False
A030,B014,False,False,False,True,False
A030,B015,False,False,False,True,False
A030,B016,False,False,False,True,False
A030,B017,False,False,False,True,False
A030,B018,False,False,False,True,False
A030,B019,False,False,False,True,False
A030,B020,False,False,False,True,False
A030,B021,False,False,False,True,False
A030,B022,False,False,False,True,False
A030,B023,False,False,False,True,False
A030,B024,False,False,False,True,False
A030,B025,False,False,False,True,False
A030,B026,False,False,False,True,False
A030,B027,False,False,False,True,False
A030,B028,False,False,False,True,False
A030,B029,False,False,False,True,False
A030,B030,False,False,False,True,False
A030,B2_001,False,False,False,True,False
A030,B2_002,False,False,False,True,False
A030,B2_003,False,False,False,True,False
A030,B2_004,False,False,False,True,False
A030,B2_005,False,False,False,True,False
A030,B2_006,False,False,False,True,False
A030,B2_007,False,False,False,True,False
A030,B2_008,False,False,False,True,False
A030,B2_009,False,False,False,True,False
A030,B2_010,False,False,False,True,False
A030,B2_011,False,False,False,True,False
A030,B2_012,False,False,False,True,False
A030,B2_013,False,False,False,True,False
A030,B2_014,False,False,False,True,False
A030,B2_015,False,False,False,True,False
A030,B2_016,False,False,False,True,False
A030,B2_017,False,False,False,True,False
A030,B2_018,False,False,False,True,False
A030,B2_019,False,False,False,True,False
A030,B2_020,False,False,False,True,False
A030,B2_021,False,False,False,True,False
A030,B2_022,False,False,False,True,False
A030,B2_023,False,False,False,True,False
A030,B2_024,False,False,False,True,False
A030,B2_025,False,False,False,True,False
A030,B2_026,False,False,False,True,False
A030,B2_027,False,False,False,True,False
A030,B2_028,False,False,False,True,False
A030,B2_029,False,False,False,True,False
A030,B2_030,False,False,False,True,False
A030,C001,False,False,False,True,False
A030,C002,False,False,False,True,False
A030,C003,False,False,False,True,False
A030,C004,False,False,False,True,False
A030,C005,False,False,False,True,False
A030,C006,False,False,False,True,False
A030,C007,False,False,False,True,False
A030,C008,False,False,False,True,False
A030,C009,False,False,False,True,False
A030,C010,False,False,False,True,False
A030,C011,False,False,False,True,False
A030,C012,False,False,False,True,False
A030,C013,False,False,False,True,False
A030,C014,False,False,False,True,False
A030,C015,False,False,False,True,False
A030,C016,False,False,False,True,False
A030,C017,False,False,False,True,False
A030,C018,False,False,False,True,False
A030,C019,False,False,False,True,False
A030,C020,False,False,False,True,False
A030,C021,False,False,False,True,False
A030,C022,False,False,False,True,False
A030,C023,False,False,False,True,False
A030,C024,False,False,False,True,False
A030,C025,False,False,False,True,False
A030,C026,False,False,False,True,False
A030,C027,False,False,False,True,False
A030,C028,False,False,False,True,False
A030,C029,False,False,False,True,False
A030,C030,False,False,False,True,False
A030,C031,False,False,False,True,False
A030,C032,False,False,False,True,False
A030,C033,False,False,False,True,False
A030,C034,False,False,False,True,False
A030,C035,False,False,False,True,False
A030,C036,False,False,False,True,False
A030,C037,False,False,False,True,False
A030,C038,False,False,False,True,False
A030,C039,False,False,False,True,False
A030,C040,False,False,False,True,False
A030,C041,False,False,False,True,False
A030,C042,False,False,False,True,False
A030,C043,False,False,False,True,False
A030,C044,False,False,False,True,False
A030,C045,False,False,False,True,False
A030,C046,False,False,False,True,False
A030,C047,False,False,False,True,False
A030,C048,False,False,False,True,False
A030,C049,False,False,False,True,False
A030,C050,False,False,False,True,False
A030,C051,False,False,False,True,False
A030,C052,False,False,False,True,False
A030,C053,False,False,False,True,False
A030,C054,False,False,False,True,False
A030,C055,False,False,False,True,False
A030,C056,False,False,False,True,False
A030,C057,False,False,False,True,False
A030,C058,False,False,False,True,False
A030,C059,False,False,False,True,False
A030,C060,False,False,False,True,False
A030,C061,False,False,False,True,False
A030,C062,False,False,False,True,False
A030,C063,False,False,False,True,False
A030,C064,False,False,False,True,False
A030,C065,False,False,False,True,False
A030,C066,False,False,False,True,False
A030,C067,False,False,False,True,False
A030,C068,False,False,False,True,False
A030,C069,False,False,False,True,False
A030,C070,False,False,False,True,False
A030,C071,False,False,False,True,False
A030,C072,False,False,False,True,False
A030,C073,False,False,False,True,False
A030,C074,False,False,False,True,False
A030,C075,False,False,False,True,False
A030,C076,False,False,False,True,False
A030,C077,False,False,False,True,False
A030,C078,False,False,False,True,False
A030,C079,False,False,False,True,False
A030,C080,False,False,False,True,False
A030,C081,False,False,False,True,False
A030,C082,False,False,False,True,False
A030,C083,False,False,False,True,False
A030,C084,False,False,False,True,False
A030,C085,False,False,False,True,False
A030,C086,False,False,False,True,False
A030,C087,False,False,False,True,False
A030,C088,False,False,False,True,False
A030,C089,False,False,False,True,False
A030,C090,False,False,False,True,False
A030,C091,False,False,False,True,False
A030,C092,False,False,False,True,False
A030,C093,False,False,False,True,False
A030,C094,False,False,False,True,False
A030,C095,False,False,False,True,False
A030,C096,False,False,False,True,False
A030,C097,False,False,False,True,False
A030,C098,False,False,False,True,False
A030,C099,False,False,False,True,False
A030,C100,False,False,False,True,False
A030,C101,False,False,False,True,False
A030,C102,False,False,False,True,False
A030,C103,False,False,False,True,False
A030,C104,False,False,False,True,False
A030,C105,False,False,False,True,False
A030,C106,False,False,False,True,False
A030,C107,False,False,False,True,False
A030,C108,False,False,False,True,False
A030,C109,False,False,False,True,False
A030,C110,False,False,False,True,False
A030,C111,False,False,False,True,False
A030,C112,False,False,False,True,False
A030,C113,False,False,False,True,False
A030,C114,False,False,False,True,False
A030,C115,False,False,False,True,False
A030,C116,False,False,False,True,False
A030,C117,True,True,True,False,False
A030,C118,True,True,True,False,False
A030,C119,True,True,True,False,False
A030,C120,True,True,True,False,False
B001,B002,False,True,True,False,True
B001,B003,False,True,True,False,True
B001,B004,False,True,True,False,True
B001,B005,False,True,True,False,True
B001,B006,False,True,True,False,True
B001,B007,False,True,True,False,True
B001,B008,False,True,True,False,True
B001,B009,False,True,True,False,True
B001,B010,False,True,True,False,True
B001,B011,False,True,True,False,True
B001,B012,False,True,True,False,True
B001,B013,False,True,True,False,True
B001,B014,False,True,True,False,True
B001,B015,False,True,True,False,True
B001,B016,False,True,True,False,True
B001,B017,False,True,True,False,True
B001,B018,False,True,True,False,True
B001,B019,False,True,True,False,True
B001,B020,False,True,True,False,True
B001,B021,False,True,True,False,True
B001,B022,False,True,True,False,True
B001,B023,False,True,True,False,True
B001,B024,False,True,True,False,True
B001,B025,False,True,True,False,True
B001,B026,False,True,True,False,True
B001,B027,False,True,True,False,True
B001,B028,False,True,True,False,True
B001,B029,False,True,True,False,True
B001,B030,False,True,True,False,True
B001,B2_001,False,False,True,True,False
B001,B2_002,False,False,True,True,False
B001,B2_003,False,False,True,True,False
B001,B2_004,False,False,True,True,False
B001,B2_005,False,False,True,True,False
B001,B2_006,False,False,True,True,False
B001,B2_007,False,False,True,True,False
B001,B2_008,False,False,True,True,False
B001,B2_009,False,False,True,True,False
B001,B2_010,False,False,True,True,False
B001,B2_011,False,False,True,True,False
B001,B2_012,False,False,True,True,False
B001,B2_013,False,False,True,True,False
B001,B2_014,False,False,True,True,False
B001,B2_015,False,False,True,True,False
B001,B2_016,False,False,True,True,False
B001,B2_017,False,False,True,True,False
B001,B2_018,False,False,True,True,False
B001,B2_019,False,False,True,True,False
B001,B2_020,False,False,True,True,False
B001,B2_021,False,False,True,True,False
B001,B2_022,False,False,True,True,False
B001,B2_023,False,False,True,True,False
B001,B2_024,False,False,True,True,False
B001,B2_025,False,False,True,True,False
B001,B2_026,False,False,True,True,False
B001,B2_027,False,False,True,True,False
B001,B2_028,False,False,True,True,False
B001,B2_029,False,False,True,True,False
B001,B2_030,False,False,True,True,False
B001,C001,False,False,False,True,False
B001,C002,False,False,False,True,False
B001,C003,False,False,False,True,False
B001,C004,False,False,False,True,False
B001,C005,False,False,True,True,False
B001,C006,False,False,True,True,False
B001,C007,False,False,True,True,False
B001,C008,False,False,True,True,False
B001,C009,False,False,True,True,False
B001,C010,False,False,True,True,False
B001,C011,False,False,True,True,False
B001,C012,False,False,True,True,False
B001,C013,False,False,True,True,False
B001,C014,False,False,True,True,False
B001,C015,False,False,True,True,False
B001,C016,False,False,True,True,False
B001,C017,False,False,False,True,False
B001,C018,False,False,False,True,False
B001,C019,False,False,False,True,False
B001,C020,False,False,False,True,False
B001,C021,False,False,False,True,False
B001,C022,False,False,False,True,False
B001,C023,False,False,False,True,False
B001,C024,False,False,False,True,False
B001,C025,False,False,False,True,False
B001,C026,False,False,False,True,False
B001,C027,False,False,False,True,False
B001,C028,False,False,False,True,False
B001,C029,False,False,False,True,False
B001,C030,False,False,False,True,False
B001,C031,False,False,False,True,False
B001,C032,False,False,False,True,False
B001,C033,False,False,False,True,False
B001,C034,False,False,False,True,False
B001,C035,False,False,False,True,False
B001,C036,False,False,False,True,False
B001,C037,False,False,False,True,False
B001,C038,False,False,False,True,False
B001,C039,False,False,False,True,False
B001,C040,False,False,False,True,False
B001,C041,False,False,False,True,False
B001,C042,False,False,False,True,False
B001,C043,False,False,False,True,False
B001,C044,False,False,False,True,False
B001,C045,False,False,False,True,False
B001,C046,False,False,False,True,False
B001,C047,False,False,False,True,False
B001,C048,False,False,False,True,False
B001,C049,False,False,False,True,False
B001,C050,False,False,False,True,False
B001,C051,False,False,False,True,False
B001,C052,False,False,False,True,False
B001,C053,False,False,False,True,False
B001,C054,False,False,False,True,False
B001,C055,False,False,False,True,False
B001,C056,False,False,False,True,False
B001,C057,False,False,False,True,False
B001,C058,False,False,False,True,False
B001,C059,False,False,False,True,False
B001,C060,False,False,False,True,False
B001,C061,False,False,False,True,False
B001,C062,False,False,False,True,False
B001,C063,False,False,False,True,False
B001,C064,False,False,False,True,False
B001,C065,False,False,False,True,False
B001,C066,False,False,False,True,False
B001,C067,False,False,False,True,False
B001,C068,False,False,False,True,False
B001,C069,False,False,False,True,False
B001,C070,False,False,False,True,False
B001,C071,False,False,False,True,False
B001,C072,False,False,False,True,False
B001,C073,False,False,False,True,False
B001,C074,False,False,False,True,False
B001,C075,False,False,False,True,False
B001,C076,False,False,False,True,False
B001,C077,False,False,False,True,False
B001,C078,False,False,False,True,False
B001,C079,False,False,False,True,False
B001,C080,False,False,False,True,False
B001,C081,False,False,False,True,False
B001,C082,False,False,False,True,False
B001,C083,False,False,False,True,False
B001,C084,False,False,False,True,False
B001,C085,False,False,False,True,False
B001,C086,False,False,False,True,False
B001,C087,False,False,False,True,False
B001,C088,False,False,False,True,False
B001,C089,False,False,False,True,False
B001,C090,False,False,False,True,False
B001,C091,False,False,False,True,False
B001,C092,False,False,False,True,False
B001,C093,False,False,False,True,False
B001,C094,False,False,False,True,False
B001,C095,False,False,False,True,False
B001,C096,False,False,False,True,False
B001,C097,False,False,False,True,False
B001,C098,False,False,False,True,False
B001,C099,False,False,False,True,False
B001,C100,False,False,False,True,False
B001,C101,False,False,False,True,False
B001,C102,False,False,False,True,False
B001,C103,False,False,False,True,False
B001,C104,False,False,False,True,False
B001,C105,False,False,False,True,False
B001,C106,False,False,False,True,False
B001,C107,False,False,False,True,False
B001,C108,False,False,False,True,False
B001,C109,False,False,False,True,False
B001,C110,False,False,False,True,False
B001,C111,False,False,False,True,False
B001,C112,False,False,False,True,False
B001,C113,False,False,False,True,False
B001,C114,False,False,False,True,False
B001,C115,False,False,False,True,False
B001,C116,False,False,False,True,False
B001,C117,False,False,False,True,False
B001,C118,False,False,False,True,False
B001,C119,False,False,False,True,False
B001,C120,False,False,False,True,False
B002,B003,False,True,True,False,True
B002,B004,False,True,True,False,True
B002,B005,False,True,True,False,True
B002,B006,False,True,True,False,True
B002,B007,False,True,True,False,True
B002,B008,False,True,True,False,True
B002,B009,False,True,True,False,True
B002,B010,False,True,True,False,True
B002,B011,False,True,True,False,True
B002,B012,False,True,True,False,True
B002,B013,False,True,True,False,True
B002,B014,False,True,True,False,True
B002,B015,False,True,True,False,True
B002,B016,False,True,True,False,True
B002,B017,False,True,True,False,True
B002,B018,False,True,True,False,True
B002,B019,False,True,True,False,True
B002,B020,False,True,True,False,True
B002,B021,False,True,True,False,True
B002,B022,False,True,True,False,True
B002,B023,False,True,True,False,True
B002,B024,False,True,True,False,True
B002,B025,False,True,True,False,True
B002,B026,False,True,True,False,True
B002,B027,False,True,True,False,True
B002,B028,False,True,True,False,True
B002,B029,False,True,True,False,True
B002,B030,False,True,True,False,True
B002,B2_001,False,False,True,True,False
B002,B2_002,False,False,True,True,False
B002,B2_003,False,False,True,True,False
B002,B2_004,False,False,True,True,False
B002,B2_005,False,False,True,True,False
B002,B2_006,False,False,True,True,False
B002,B2_007,False,False,True,True,False
B002,B2_008,False,False,True,True,False
B002,B2_009,False,False,True,True,False
B002,B2_010,False,False,True,True,False
B002,B2_011,False,False,True,True,False
B002,B2_012,False,False,True,True,False
B002,B2_013,False,False,True,True,False
B002,B2_014,False,False,True,True,False
B002,B2_015,False,False,True,True,False
B002,B2_016,False,False,True,True,False
B002,B2_017,False,False,True,True,False
B002,B2_018,False,False,True,True,False
B002,B2_019,False,False,True,True,False
B002,B2_020,False,False,True,True,False
B002,B2_021,False,False,True,True,False
B002,B2_022,False,False,True,True,False
B002,B2_023,False,False,True,True,False
B002,B2_024,False,False,True,True,False
B002,B2_025,False,False,True,True,False
B002,B2_026,False,False,True,True,False
B002,B2_027,False,False,True,True,False
B002,B2_028,False,False,True,True,False
B002,B2_029,False,False,True,True,False
B002,B2_030,False,False,True,True,False
B002,C001,False,False,False,True,False
B002,C002,False,False,False,True,False
B002,C003,False,False,False,True,False
B002,C004,False,False,False,True,False
B002,C005,False,False,True,True,False
B002,C006,False,False,True,True,False
B002,C007,False,False,True,True,False
B002,C008,False,False,True,True,False
B002,C009,False,False,True,True,False
B002,C010,False,False,True,True,False
B002,C011,False,False,True,True,False
B002,C012,False,False,True,True,False
B002,C013,False,False,True,True,False
B002,C014,False,False,True,True,False
B002,C015,False,False,True,True,False
B002,C016,False,False,True,True,False
B002,C017,False,False,False,True,False
B002,C018,False,False,False,True,False
B002,C019,False,False,False,True,False
B002,C020,False,False,False,True,False
B002,C021,False,False,False,True,False
B002,C022,False,False,False,True,False
B002,C023,False,False,False,True,False
B002,C024,False,False,False,True,False
B002,C025,False,False,False,True,False
B002,C026,False,False,False,True,False
B002,C027,False,False,False,True,False
B002,C028,False,False,False,True,False
B002,C029,False,False,False,True,False
B002,C030,False,False,False,True,False
B002,C031,False,False,False,True,False
B002,C032,False,False,False,True,False
B002,C033,False,False,False,True,False
B002,C034,False,False,False,True,False
B002,C035,False,False,False,True,False
B002,C036,False,False,False,True,False
B002,C037,False,False,False,True,False
B002,C038,False,False,False,True,False
B002,C039,False,False,False,True,False
B002,C040,False,False,False,True,False
B002,C041,False,False,False,True,False
B002,C042,False,False,False,True,False
B002,C043,False,False,False,True,False
B002,C044,False,False,False,True,False
B002,C045,False,False,False,True,False
B002,C046,False,False,False,True,False
B002,C047,False,False,False,True,False
B002,C048,False,False,False,True,False
B002,C049,False,False,False,True,False
B002,C050,False,False,False,True,False
B002,C051,False,False,False,True,False
B002,C052,False,False,False,True,False
B002,C053,False,False,False,True,False
B002,C054,False,False,False,True,False
B002,C055,False,False,False,True,False
B002,C056,False,False,False,True,False
B002,C057,False,False,False,True,False
B002,C058,False,False,False,True,False
B002,C059,False,False,False,True,False
B002,C060,False,False,False,True,False
B002,C061,False,False,False,True,False
B002,C062,False,False,False,True,False
B002,C063,False,False,False,True,False
B002,C064,False,False,False,True,False
B002,C065,False,False,False,True,False
B002,C066,False,False,False,True,False
B002,C067,False,False,False,True,False
B002,C068,False,False,False,True,False
B002,C069,False,False,False,True,False
B002,C070,False,False,False,True,False
B002,C071,False,False,False,True,False
B002,C072,False,False,False,True,False
B002,C073,False,False,False,True,False
B002,C074,False,False,False,True,False
B002,C075,False,False,False,True,False
B002,C076,False,False,False,True,False
B002,C077,False,False,False,True,False
B002,C078,False,False,False,True,False
B002,C079,False,False,False,True,False
B002,C080,False,False,False,True,False
B002,C081,False,False,False,True,False
B002,C082,False,False,False,True,False
B002,C083,False,False,False,True,False
B002,C084,False,False,False,True,False
B002,C085,False,False,False,True,False
B002,C086,False,False,False,True,False
B002,C087,False,False,False,True,False
B002,C088,False,False,False,True,False
B002,C089,False,False,False,True,False
B002,C090,False,False,False,True,False
B002,C091,False,False,False,True,False
B002,C092,False,False,False,True,False
B002,C093,False,False,False,True,False
B002,C094,False,False,False,True,False
B002,C095,False,False,False,True,False
B002,C096,False,False,False,True,False
B002,C097,False,False,False,True,False
B002,C098,False,False,False,True,False
B002,C099,False,False,False,True,False
B002,C100,False,False,False,True,False
B002,C101,False,False,False,True,False
B002,C102,False,False,False,True,False
B002,C103,False,False,False,True,False
B002,C104,False,False,False,True,False
B002,C105,False,False,False,True,False
B002,C106,False,False,False,True,False
B002,C107,False,False,False,True,False
B002,C108,False,False,False,True,False
B002,C109,False,False,False,True,False
B002,C110,False,False,False,True,False
B002,C111,False,False,False,True,False
B002,C112,False,False,False,True,False
B002,C113,False,False,False,True,False
B002,C114,False,False,False,True,False
B002,C115,False,False,False,True,False
B002,C116,False,False,False,True,False
B002,C117,False,False,False,True,False
B002,C118,False,False,False,True,False
B002,C119,False,False,False,True,False
B002,C120,False,False,False,True,False
B003,B004,False,True,True,False,True
B003,B005,False,True,True,False,True
B003,B006,False,True,True,False,True
B003,B007,False,True,True,False,True
B003,B008,False,True,True,False,True
B003,B009,False,True,True,False,True
B003,B010,False,True,True,False,True
B003,B011,False,True,True,False,True
B003,B012,False,True,True,False,True
B003,B013,False,True,True,False,True
B003,B014,False,True,True,False,True
B003,B015,False,True,True,False,True
B003,B016,False,True,True,False,True
B003,B017,False,True,True,False,True
B003,B018,False,True,True,False,True
B003,B019,False,True,True,False,True
B003,B020,False,True,True,False,True
B003,B021,False,True,True,False,True
B003,B022,False,True,True,False,True
B003,B023,False,True,True,False,True
B003,B024,False,True,True,False,True
B003,B025,False,True,True,False,True
B003,B026,False,True,True,False,True
B003,B027,False,True,True,False,True
B003,B028,False,True,True,False,True
B003,B029,False,True,True,False,True
B003,B030,False,True,True,False,True
B003,B2_001,False,False,True,True,False
B003,B2_002,False,False,True,True,False
B003,B2_003,False,False,True,True,False
B003,B2_004,False,False,True,True,False
B003,B2_005,False,False,True,True,False
B003,B2_006,False,False,True,True,False
B003,B2_007,False,False,True,True,False
B003,B2_008,False,False,True,True,False
B003,B2_009,False,False,True,True,False
B003,B2_010,False,False,True,True,False
B003,B2_011,False,False,True,True,False
B003,B2_012,False,False,True,True,False
B003,B2_013,False,False,True,True,False
B003,B2_014,False,False,True,True,False
B003,B2_015,False,False,True,True,False
B003,B2_016,False,False,True,True,False
B003,B2_017,False,False,True,True,False
B003,B2_018,False,False,True,True,False
B003,B2_019,False,False,True,True,False
B003,B2_020,False,False,True,True,False
B003,B2_021,False,False,True,True,False
B003,B2_022,False,False,True,True,False
B003,B2_023,False,False,True,True,False
B003,B2_024,False,False,True,True,False
B003,B2_025,False,False,True,True,False
B003,B2_026,False,False,True,True,False
B003,B2_027,False,False,True,True,False
B003,B2_028,False,False,True,True,False
B003,B2_029,False,False,True,True,False
B003,B2_030,False,False,True,True,False
B003,C001,False,False,False,True,False
B003,C002,False,False,False,True,False
B003,C003,False,False,False,True,False
B003,C004,False,False,False,True,False
B003,C005,False,False,True,True,False
B003,C006,False,False,True,True,False
B003,C007,False,False,True,True,False
B003,C008,False,False,True,True,False
B003,C009,False,False,True,True,False
B003,C010,False,False,True,True,False
B003,C011,False,False,True,True,False
B003,C012,False,False,True,True,False
B003,C013,False,False,True,True,False
B003,C014,False,False,True,True,False
B003,C015,False,False,True,True,False
B003,C016,False,False,True,True,False
B003,C017,False,False,False,True,False
B003,C018,False,False,False,True,False
B003,C019,False,False,False,True,False
B003,C020,False,False,False,True,False
B003,C021,False,False,False,True,False
B003,C022,False,False,False,True,False
B003,C023,False,False,False,True,False
B003,C024,False,False,False,True,False
B003,C025,False,False,False,True,False
B003,C026,False,False,False,True,False
B003,C027,False,False,False,True,False
B003,C028,False,False,False,True,False
B003,C029,False,False,False,True,False
B003,C030,False,False,False,True,False
B003,C031,False,False,False,True,False
B003,C032,False,False,False,True,False
B003,C033,False,False,False,True,False
B003,C034,False,False,False,True,False
B003,C035,False,False,False,True,False
B003,C036,False,False,False,True,False
B003,C037,False,False,False,True,False
B003,C038,False,False,False,True,False
B003,C039,False,False,False,True,False
B003,C040,False,False,False,True,False
B003,C041,False,False,False,True,False
B003,C042,False,False,False,True,False
B003,C043,False,False,False,True,False
B003,C044,False,False,False,True,False
B003,C045,False,False,False,True,False
B003,C046,False,False,False,True,False
B003,C047,False,False,False,True,False
B003,C048,False,False,False,True,False
B003,C049,False,False,False,True,False
B003,C050,False,False,False,True,False
B003,C051,False,False,False,True,False
B003,C052,False,False,False,True,False
B003,C053,False,False,False,True,False
B003,C054,False,False,False,True,False
B003,C055,False,False,False,True,False
B003,C056,False,False,False,True,False
B003,C057,False,False,False,True,False
B003,C058,False,False,False,True,False
B003,C059,False,False,False,True,False
B003,C060,False,False,False,True,False
B003,C061,False,False,False,True,False
B003,C062,False,False,False,True,False
B003,C063,False,False,False,True,False
B003,C064,False,False,False,True,False
B003,C065,False,False,False,True,False
B003,C066,False,False,False,True,False
B003,C067,False,False,False,True,False
B003,C068,False,False,False,True,False
B003,C069,False,False,False,True,False
B003,C070,False,False,False,True,False
B003,C071,False,False,False,True,False
B003,C072,False,False,False,True,False
B003,C073,False,False,False,True,False
B003,C074,False,False,False,True,False
B003,C075,False,False,False,True,False
B003,C076,False,False,False,True,False
B003,C077,False,False,False,True,False
B003,C078,False,False,False,True,False
B003,C079,False,False,False,True,False
B003,C080,False,False,False,True,False
B003,C081,False,False,False,True,False
B003,C082,False,False,False,True,False
B003,C083,False,False,False,True,False
B003,C084,False,False,False,True,False
B003,C085,False,False,False,True,False
B003,C086,False,False,False,True,False
B003,C087,False,False,False,True,False
B003,C088,False,False,False,True,False
B003,C089,False,False,False,True,False
B003,C090,False,False,False,True,False
B003,C091,False,False,False,True,False
B003,C092,False,False,False,True,False
B003,C093,False,False,False,True,False
B003,C094,False,False,False,True,False
B003,C095,False,False,False,True,False
B003,C096,False,False,False,True,False
B003,C097,False,False,False,True,False
B003,C098,False,False,False,True,False
B003,C099,False,False,False,True,False
B003,C100,False,False,False,True,False
B003,C101,False,False,False,True,False
B003,C102,False,False,False,True,False
B003,C103,False,False,False,True,False
B003,C104,False,False,False,True,False
B003,C105,False,False,False,True,False
B003,C106,False,False,False,True,False
B003,C107,False,False,False,True,False
B003,C108,False,False,False,True,False
B003,C109,False,False,False,True,False
B003,C110,False,False,False,True,False
B003,C111,False,False,False,True,False
B003,C112,False,False,False,True,False
B003,C113,False,False,False,True,False
B003,C114,False,False,False,True,False
B003,C115,False,False,False,True,False
B003,C116,False,False,False,True,False
B003,C117,False,False,False,True,False
B003,C118,False,False,False,True,False
B003,C119,False,False,False,True,False
B003,C120,False,False,False,True,False
B004,B005,False,True,True,False,True
B004,B006,False,True,True,False,True
B004,B007,False,True,True,False,True
B004,B008,False,True,True,False,True
B004,B009,False,True,True,False,True
B004,B010,False,True,True,False,True
B004,B011,False,True,True,False,True
B004,B012,False,True,True,False,True
B004,B013,False,True,True,False,True
B004,B014,False,True,True,False,True
B004,B015,False,True,True,False,True
B004,B016,False,True,True,False,True
B004,B017,False,True,True,False,True
B004,B018,False,True,True,False,True
B004,B019,False,True,True,False,True
B004,B020,False,True,True,False,True
B004,B021,False,True,True,False,True
B004,B022,False,True,True,False,True
B004,B023,False,True,True,False,True
B004,B024,False,True,True,False,True
B004,B025,False,True,True,False,True
B004,B026,False,True,True,False,True
B004,B027,False,True,True,False,True
B004,B028,False,True,True,False,True
B004,B029,False,True,True,False,True
B004,B030,False,True,True,False,True
B004,B2_001,False,False,True,True,False
B004,B2_002,False,False,True,True,False
B004,B2_003,False,False,True,True,False
B004,B2_004,False,False,True,True,False
B004,B2_005,False,False,True,True,False
B004,B2_006,False,False,True,True,False
B004,B2_007,False,False,True,True,False
B004,B2_008,False,False,True,True,False
B004,B2_009,False,False,True,True,False
B004,B2_010,False,False,True,True,False
B004,B2_011,False,False,True,True,False
B004,B2_012,False,False,True,True,False
B004,B2_013,False,False,True,True,False
B004,B2_014,False,False,True,True,False
B004,B2_015,False,False,True,True,False
B004,B2_016,False,False,True,True,False
B004,B2_017,False,False,True,True,False
B004,B2_018,False,False,True,True,False
B004,B2_019,False,False,True,True,False
B004,B2_020,False,False,True,True,False
B004,B2_021,False,False,True,True,False
B004,B2_022,False,False,True,True,False
B004,B2_023,False,False,True,True,False
B004,B2_024,False,False,True,True,False
B004,B2_025,False,False,True,True,False
B004,B2_026,False,False,True,True,False
B004,B2_027,False,False,True,True,False
B004,B2_028,False,False,True,True,False
B004,B2_029,False,False,True,True,False
B004,B2_030,False,False,True,True,False
B004,C001,False,False,False,True,False
B004,C002,False,False,False,True,False
B004,C003,False,False,False,True,False
B004,C004,False,False,False,True,False
B004,C005,False,False,True,True,False
B004,C006,False,False,True,True,False
B004,C007,False,False,True,True,False
B004,C008,False,False,True,True,False
B004,C009,False,False,True,True,False
B004,C010,False,False,True,True,False
B004,C011,False,False,True,True,False
B004,C012,False,False,True,True,False
B004,C013,False,False,True,True,False
B004,C014,False,False,True,True,False
B004,C015,False,False,True,True,False
B004,C016,False,False,True,True,False
B004,C017,False,False,False,True,False
B004,C018,False,False,False,True,False
B004,C019,False,False,False,True,False
B004,C020,False,False,False,True,False
B004,C021,False,False,False,True,False
B004,C022,False,False,False,True,False
